chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	1981908	2116834	+	5590	PRKCZ	465	6.30402636E-2	DAVIES_SUCCESS
chr1	2115898	2139172	-	199990	C1orf86	205	4.22767503E-3	DAVIES_SUCCESS
chr1	2160133	2241652	+	6497	SKI	418	9.48020533E-4	DAVIES_SUCCESS
chr1	2252695	2322993	-	79906	MORN1	470	2.97744582E-2	DAVIES_SUCCESS
chr1	2281852	2284100	-	100129534	LOC100129534	286	1.18059058E-1	DAVIES_SUCCESS
chr1	2323213	2336885	+	11079	RER1	309	9.87195869E-3	DAVIES_SUCCESS
chr1	2336240	2344010	-	5192	PEX10	278	1.08605951E-3	DAVIES_SUCCESS
chr1	2407753	2436969	+	9651	PLCH2	249	8.49098569E-12	DAVIES_SUCCESS
chr1	2439974	2458035	-	55229	PANK4	181	1E-12	DAVIES_LOWPRECISION_FAREBROTHER_FAIL
chr1	2460183	2461684	-	388585	HES5	131	5.53268542E-12	DAVIES_SUCCESS
chr1	2481358	2484284	-	115110	LOC115110	155	2.51972998E-10	DAVIES_SUCCESS
chr1	2486162	2488450	-	100133445	LOC100133445	165	1.22649857E-9	DAVIES_SUCCESS
chr1	2487804	2495267	+	8764	TNFRSF14	179	4.79612006E-9	DAVIES_SUCCESS
chr1	2517898	2522908	+	127281	FAM213B	167	1.42941296E-7	DAVIES_SUCCESS
chr1	2522080	2564481	-	79258	MMEL1	173	1.2008563E-7	DAVIES_SUCCESS
chr1	2572806	2706230	-	100287898	TTC34	191	7.44329642E-9	DAVIES_SUCCESS
chr1	2938045	2939467	+	140625	ACTRT2	251	8.17617669E-2	DAVIES_SUCCESS
chr1	2976180	2984289	-	440556	FLJ42875	270	1.57911281E-2	DAVIES_SUCCESS
chr1	2985741	3355185	+	63976	PRDM16	1195	1.19154291E-2	DAVIES_SUCCESS
chr1	3044538	3044599	+	100422968	MIR4251	278	2.58859365E-2	DAVIES_SUCCESS
chr1	3371146	3397677	+	27237	ARHGEF16	309	2.66735256E-1	DAVIES_SUCCESS
chr1	3404505	3528059	-	1953	MEGF6	509	7.00506187E-2	DAVIES_SUCCESS
chr1	3477259	3477354	-	693135	MIR551A	258	6.38980137E-2	DAVIES_SUCCESS
chr1	3541555	3546694	+	127262	TPRG1L	260	8.35593849E-3	DAVIES_SUCCESS
chr1	3547330	3566671	-	49856	WRAP73	296	9.98130026E-3	DAVIES_SUCCESS
chr1	3569128	3652765	+	7161	TP73	458	1.65610958E-2	DAVIES_SUCCESS
chr1	3652547	3663937	-	57212	TP73-AS1	296	1.39335043E-1	DAVIES_SUCCESS
chr1	3668964	3688209	+	148870	CCDC27	329	1.75026014E-1	DAVIES_SUCCESS
chr1	3689333	3692546	+	388588	SMIM1	299	1.89969564E-1	DAVIES_SUCCESS
chr1	3696783	3713068	-	57470	LRRC47	386	3.03038412E-1	DAVIES_SUCCESS
chr1	3728644	3773797	-	9731	CEP104	585	5.2875886E-1	DAVIES_SUCCESS
chr1	3773844	3801993	+	1677	DFFB	488	5.91089288E-1	DAVIES_SUCCESS
chr1	3805696	3816857	-	339448	C1orf174	361	6.68164953E-1	DAVIES_SUCCESS
chr1	3816967	3833879	+	100133612	LOC100133612	301	6.53526073E-1	DAVIES_SUCCESS
chr1	4000671	4012643	+	728716	LOC728716	199	4.19038317E-1	DAVIES_SUCCESS
chr1	4472110	4484744	+	284661	LOC284661	414	1.19294721E-1	DAVIES_SUCCESS
chr1	4715104	4843851	+	55966	AJAP1	712	2.34841695E-3	DAVIES_SUCCESS
chr1	5624130	5624203	+	100616489	MIR4417	255	6.29803046E-1	DAVIES_SUCCESS
chr1	5922731	5922801	-	100616421	MIR4689	261	1.02249166E-1	DAVIES_SUCCESS
chr1	5922869	6052533	-	261734	NPHP4	530	1.405367E-1	DAVIES_SUCCESS
chr1	6052357	6161253	+	8514	KCNAB2	479	1.25523302E-1	DAVIES_SUCCESS
chr1	6161846	6240194	-	26038	CHD5	378	9.11560443E-2	DAVIES_SUCCESS
chr1	6245079	6259679	-	6146	RPL22	211	2.95390572E-2	DAVIES_SUCCESS
chr1	6266188	6281359	+	388591	RNF207	156	2.13388058E-3	DAVIES_SUCCESS
chr1	6281252	6296044	-	23463	ICMT	138	5.96650931E-4	DAVIES_SUCCESS
chr1	6304251	6305638	+	390992	HES3	123	3.7314721E-4	DAVIES_SUCCESS
chr1	6307405	6321035	-	387509	GPR153	144	5.10304137E-4	DAVIES_SUCCESS
chr1	6324331	6453826	-	11332	ACOT7	386	9.81182347E-2	DAVIES_SUCCESS
chr1	6472497	6484730	-	54626	HES2	221	5.65339563E-1	DAVIES_SUCCESS
chr1	6484847	6521004	+	83715	ESPN	259	2.40180093E-1	DAVIES_SUCCESS
chr1	6489893	6489956	-	100422975	MIR4252	196	5.60896089E-1	DAVIES_SUCCESS
chr1	6521213	6526255	-	8718	TNFRSF25	204	6.90095582E-2	DAVIES_SUCCESS
chr1	6526151	6580121	-	57449	PLEKHG5	315	3.8435589E-3	DAVIES_SUCCESS
chr1	6581406	6614658	-	79707	NOL9	238	2.97057743E-4	DAVIES_SUCCESS
chr1	6615337	6639817	+	80835	TAS1R1	220	2.4457795E-5	DAVIES_SUCCESS
chr1	6640055	6649340	+	3104	ZBTB48	178	3.17643416E-6	DAVIES_SUCCESS
chr1	6650778	6662929	-	9903	KLHL21	170	1.38468591E-7	DAVIES_SUCCESS
chr1	6673755	6684093	+	148479	PHF13	147	7.98328292E-10	DAVIES_SUCCESS
chr1	6684924	6695646	+	90326	THAP3	147	1.28303457E-9	DAVIES_SUCCESS
chr1	6694227	6761966	-	55735	DNAJC11	253	4.42962441E-8	DAVIES_SUCCESS
chr1	6845383	7829766	+	23261	CAMTA1	2161	1.68320913E-11	DAVIES_SUCCESS
chr1	7831328	7841492	+	9341	VAMP3	256	1.30843535E-4	DAVIES_SUCCESS
chr1	7844379	7905237	+	8863	PER3	460	1.23342528E-3	DAVIES_SUCCESS
chr1	7903142	7973294	-	10911	UTS2	410	2.91303872E-3	DAVIES_SUCCESS
chr1	7975930	8003225	-	3604	TNFRSF9	228	1.94678591E-2	DAVIES_SUCCESS
chr1	8021713	8045342	+	11315	PARK7	140	1.3034316E-3	DAVIES_SUCCESS
chr1	8071778	8086393	-	54206	ERRFI1	149	1.5251535E-3	DAVIES_SUCCESS
chr1	8384389	8404227	+	50651	SLC45A1	232	1.04672065E-2	DAVIES_SUCCESS
chr1	8412463	8877699	-	473	RERE	677	5.88845209E-7	DAVIES_SUCCESS
chr1	8921058	8939151	-	2023	ENO1	203	5.09470041E-4	DAVIES_SUCCESS
chr1	8938893	8939943	+	100505975	ENO1-AS1	189	1.79775967E-3	DAVIES_SUCCESS
chr1	9005892	9035148	+	765	CA6	332	6.72974219E-3	DAVIES_SUCCESS
chr1	9063358	9086404	-	155184	SLC2A7	276	5.94656537E-1	DAVIES_SUCCESS
chr1	9097004	9148510	-	6518	SLC2A5	331	4.14207613E-1	DAVIES_SUCCESS
chr1	9164475	9189229	-	80045	GPR157	242	1.86364777E-1	DAVIES_SUCCESS
chr1	9211726	9211836	-	407040	MIR34A	166	1.25846847E-1	DAVIES_SUCCESS
chr1	9294862	9331394	+	9563	H6PD	391	1.42024722E-1	DAVIES_SUCCESS
chr1	9352940	9429590	+	80176	SPSB1	476	9.45660789E-3	DAVIES_SUCCESS
chr1	9599527	9642831	+	84275	SLC25A33	134	9.58576191E-3	DAVIES_SUCCESS
chr1	9648931	9674935	+	199953	TMEM201	146	3.39128507E-2	DAVIES_SUCCESS
chr1	9711789	9789172	+	5293	PIK3CD	188	2.78137282E-2	DAVIES_SUCCESS
chr1	9712667	9714644	-	644997	C1orf200	142	3.63727575E-1	DAVIES_SUCCESS
chr1	9789078	9884550	-	22883	CLSTN1	186	9.48362363E-4	DAVIES_SUCCESS
chr1	9908333	9970316	-	56998	CTNNBIP1	170	1.9547628E-3	DAVIES_SUCCESS
chr1	9989775	10003427	-	84328	LZIC	104	2.69542528E-1	DAVIES_SUCCESS
chr1	10003485	10045556	+	64802	NMNAT1	122	2.62946329E-1	DAVIES_SUCCESS
chr1	10057254	10076078	+	116362	RBP7	76	2.56076032E-1	DAVIES_SUCCESS
chr1	10093040	10241296	+	10277	UBE4B	167	1.08246066E-2	DAVIES_SUCCESS
chr1	10270763	10441661	+	23095	KIF1B	357	2.07214723E-2	DAVIES_SUCCESS
chr1	10459084	10480201	+	5226	PGD	191	2.29179758E-2	DAVIES_SUCCESS
chr1	10490158	10512060	+	100526739	APITD1-CORT	189	4.43734443E-2	DAVIES_SUCCESS
chr1	10509775	10512060	+	1325	CORT	159	7.595606E-2	DAVIES_SUCCESS
chr1	10520602	10532613	-	1676	DFFA	183	1.66464183E-1	DAVIES_SUCCESS
chr1	10535002	10690815	+	5195	PEX14	430	9.81675572E-3	DAVIES_SUCCESS
chr1	10696665	10856733	-	54897	CASZ1	413	1.58600466E-10	DAVIES_SUCCESS
chr1	11006529	11042094	-	148345	C1orf127	312	4.78425075E-4	DAVIES_SUCCESS
chr1	11072678	11085549	+	23435	TARDBP	189	8.60373228E-8	DAVIES_SUCCESS
chr1	11086579	11107296	-	10747	MASP2	155	2.02411279E-8	DAVIES_SUCCESS
chr1	11114648	11120091	-	6723	SRM	100	6.6692476E-9	DAVIES_SUCCESS
chr1	11126675	11159938	-	5394	EXOSC10	96	2.09524698E-9	DAVIES_SUCCESS
chr1	11166587	11322608	-	2475	MTOR	176	7.64262209E-10	DAVIES_SUCCESS
chr1	11203954	11209595	+	100873935	MTOR-AS1	42	3.83173715E-10	DAVIES_SUCCESS
chr1	11249345	11256038	+	10218	ANGPTL7	89	4.89436491E-10	DAVIES_SUCCESS
chr1	11333254	11348491	+	29914	UBIAD1	109	3.28749628E-9	DAVIES_SUCCESS
chr1	11539294	11597640	+	57540	PTCHD2	366	8.44103472E-1	DAVIES_SUCCESS
chr1	11708417	11714888	-	26232	FBXO2	226	2.56067853E-1	DAVIES_SUCCESS
chr1	11714431	11723384	+	93611	FBXO44	235	3.59061257E-1	DAVIES_SUCCESS
chr1	11724149	11734409	+	26270	FBXO6	234	4.43929034E-1	DAVIES_SUCCESS
chr1	11734536	11751678	-	10459	MAD2L2	244	3.60168874E-1	DAVIES_SUCCESS
chr1	11751780	11780336	+	374946	DRAXIN	296	1.34062003E-1	DAVIES_SUCCESS
chr1	11796141	11810828	+	57085	AGTRAP	342	1.42600232E-3	DAVIES_SUCCESS
chr1	11845786	11866160	-	4524	MTHFR	395	3.19871069E-4	DAVIES_SUCCESS
chr1	11866152	11903201	+	1185	CLCN6	444	7.58617776E-5	DAVIES_SUCCESS
chr1	11900375	11907674	+	100379251	NPPA-AS1	308	3.72635968E-5	DAVIES_SUCCESS
chr1	11905766	11907840	-	4878	NPPA	300	3.51203792E-5	DAVIES_SUCCESS
chr1	11917520	11918992	-	4879	NPPB	297	2.98021135E-5	DAVIES_SUCCESS
chr1	11979644	11986485	-	90231	KIAA2013	276	3.21569548E-4	DAVIES_SUCCESS
chr1	11994723	12035599	+	5351	PLOD1	325	4.39386445E-4	DAVIES_SUCCESS
chr1	12040237	12073572	+	9927	MFN2	248	1.53679258E-4	DAVIES_SUCCESS
chr1	12079298	12092106	+	60672	MIIP	188	1.92528612E-2	DAVIES_SUCCESS
chr1	12123433	12204264	+	943	TNFRSF8	327	1.24671883E-1	DAVIES_SUCCESS
chr1	12227059	12269277	+	7133	TNFRSF1B	202	9.11023581E-1	DAVIES_SUCCESS
chr1	12251761	12251839	+	100616438	MIR4632	143	7.83247302E-1	DAVIES_SUCCESS
chr1	12290112	12572098	+	55187	VPS13D	358	3.38107816E-1	DAVIES_SUCCESS
chr1	12567299	12567451	+	677882	SNORA59B	135	1.45475252E-1	DAVIES_SUCCESS
chr1	12627938	12677820	-	9249	DHRS3	350	2.46336134E-1	DAVIES_SUCCESS
chr1	12704565	12727097	+	343066	AADACL4	218	9.84743654E-2	DAVIES_SUCCESS
chr1	12776117	12788726	+	126767	AADACL3	223	2.57834214E-1	DAVIES_SUCCESS
chr1	12806162	12821102	+	93190	C1orf158	209	7.11622528E-1	DAVIES_SUCCESS
chr1	12834983	12838048	+	390999	PRAMEF12	178	7.8215219E-1	DAVIES_SUCCESS
chr1	12851545	12856777	+	65121	PRAMEF1	152	5.26161244E-1	DAVIES_SUCCESS
chr1	12884467	12891264	-	440560	PRAMEF11	123	1.11258627E-1	DAVIES_SUCCESS
chr1	12907235	12908237	-	649330	LOC649330	111	8.58847085E-2	DAVIES_SUCCESS
chr1	12907260	12908578	-	343069	HNRNPCL1	111	8.58847085E-2	DAVIES_SUCCESS
chr1	12916940	12921764	+	65122	PRAMEF2	85	6.35145062E-2	DAVIES_SUCCESS
chr1	12939032	12946025	-	400735	PRAMEF4	55	3.70858175E-2	DAVIES_SUCCESS
chr1	12952726	12958094	-	343071	PRAMEF10	39	4.43458079E-2	DAVIES_SUCCESS
chr1	12976449	13611550	+	391002	PRAMEF8	50	2.5212901E-1	DAVIES_SUCCESS
chr1	12998301	13369057	-	343068	PRAMEF5	42	2.78267054E-1	DAVIES_SUCCESS
chr1	13182959	13184326	-	440563	LOC440563	38	2.69532647E-1	DAVIES_SUCCESS
chr1	13328195	13331692	-	401940	PRAMEF3	2	4.06977582E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	13421175	13648988	+	343070	PRAMEF9	6	3.03440839E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	13447413	13452656	-	400736	PRAMEF13	3	2.5129856E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	13474052	13698405	-	645414	PRAMEF19	3	2.5129856E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	13495253	13498259	+	654348	PRAMEF16	3	2.5129856E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	13516065	13747803	+	645425	PRAMEF20	79	8.3736888E-1	DAVIES_SUCCESS
chr1	13801444	13840242	-	126755	LRRC38	356	7.15233462E-1	DAVIES_SUCCESS
chr1	13910251	13944452	+	10630	PDPN	386	4.91991436E-1	DAVIES_SUCCESS
chr1	14026734	14151574	+	7799	PRDM2	340	2.173778E-5	DAVIES_SUCCESS
chr1	14925212	15444544	+	23254	KAZN	1714	1.13338173E-2	DAVIES_SUCCESS
chr1	15438310	15478960	-	200197	TMEM51-AS1	547	4.35133486E-2	DAVIES_SUCCESS
chr1	15479027	15546974	+	55092	TMEM51	756	6.99096169E-2	DAVIES_SUCCESS
chr1	15573767	15726778	+	114827	FHAD1	643	7.6967227E-2	DAVIES_SUCCESS
chr1	15736390	15756839	+	79180	EFHD2	217	3.24322213E-3	DAVIES_SUCCESS
chr1	15764937	15773153	+	11330	CTRC	211	3.21471717E-6	DAVIES_SUCCESS
chr1	15783222	15798586	+	63036	CELA2A	249	2.20667278E-6	DAVIES_SUCCESS
chr1	15802595	15817895	+	51032	CELA2B	258	4.22101172E-6	DAVIES_SUCCESS
chr1	15817323	15851285	-	842	CASP9	295	2.52133703E-6	DAVIES_SUCCESS
chr1	15853351	15918874	+	23341	DNAJC16	414	8.84657655E-6	DAVIES_SUCCESS
chr1	15898193	15911605	-	79814	AGMAT	284	2.718597E-5	DAVIES_SUCCESS
chr1	15943952	15987552	+	84301	DDI2	338	2.14359748E-4	DAVIES_SUCCESS
chr1	15986363	15988217	+	6248	RSC1A1	187	6.48406377E-4	DAVIES_SUCCESS
chr1	16010826	16061264	+	23207	PLEKHM2	290	6.58710793E-4	DAVIES_SUCCESS
chr1	16062808	16067884	+	284723	SLC25A34	211	8.54411335E-4	DAVIES_SUCCESS
chr1	16068986	16074292	+	388595	TMEM82	213	3.85006852E-4	DAVIES_SUCCESS
chr1	16083153	16113084	+	54751	FBLIM1	325	5.7354738E-4	DAVIES_SUCCESS
chr1	16133656	16134194	-	440567	UQCRHL	243	4.56254037E-3	DAVIES_SUCCESS
chr1	16160709	16174642	-	729614	FLJ37453	256	4.2767787E-3	DAVIES_SUCCESS
chr1	16174358	16266950	+	23013	SPEN	364	6.86037233E-3	DAVIES_SUCCESS
chr1	16268363	16302627	-	7709	ZBTB17	322	9.27201095E-3	DAVIES_SUCCESS
chr1	16330730	16333184	+	149563	C1orf64	402	7.85658314E-3	DAVIES_SUCCESS
chr1	16340522	16346089	-	27129	HSPB7	416	6.18173706E-3	DAVIES_SUCCESS
chr1	16345369	16360545	+	1187	CLCNKA	432	4.95340916E-3	DAVIES_SUCCESS
chr1	16355620	16383821	+	1188	CLCNKB	520	3.6209619E-3	DAVIES_SUCCESS
chr1	16384263	16400127	-	348487	FAM131C	422	2.26112911E-3	DAVIES_SUCCESS
chr1	16450831	16482582	-	1969	EPHA2	294	1.35729766E-2	DAVIES_SUCCESS
chr1	16524598	16539104	-	128272	ARHGEF19	223	1.27307331E-2	DAVIES_SUCCESS
chr1	16558181	16563659	-	79363	RSG1	215	1.06668339E-2	DAVIES_SUCCESS
chr1	16576558	16678948	-	54455	FBXO42	345	5.84125038E-3	DAVIES_SUCCESS
chr1	16693524	16724643	+	26099	SZRD1	238	4.44978123E-3	DAVIES_SUCCESS
chr1	16722175	16763919	-	374955	SPATA21	282	5.53125951E-4	DAVIES_SUCCESS
chr1	16767166	16786584	+	55707	NECAP2	249	7.09193684E-5	DAVIES_SUCCESS
chr1	16793930	16819196	-	114819	CROCCP3	204	3.97256928E-5	DAVIES_SUCCESS
chr1	16875408	17185516	+	100500876	MIR3675	111	1.66163085E-5	DAVIES_SUCCESS
chr1	16888921	16940100	-	55672	NBPF1	32	3.53691684E-5	DAVIES_SUCCESS
chr1	16944750	16971178	-	84809	CROCCP2	25	6.54726122E-2	DAVIES_SUCCESS
chr1	16972068	16976915	+	11209	MST1P2	28	8.13070607E-2	DAVIES_SUCCESS
chr1	17017712	17046652	-	284729	ESPNP	27	6.67833742E-2	DAVIES_SUCCESS
chr1	17066767	17299474	+	9696	CROCC	184	8.2320617E-8	DAVIES_SUCCESS
chr1	17081128	17090975	-	11223	MST1L	2	5.91770832E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17300998	17308081	-	4237	MFAP2	150	2.80395884E-9	DAVIES_SUCCESS
chr1	17312452	17338423	-	23400	ATP13A2	222	1.4462138E-7	DAVIES_SUCCESS
chr1	17345224	17380665	-	6390	SDHB	375	9.65523406E-7	DAVIES_SUCCESS
chr1	17393255	17445948	-	11240	PADI2	441	1.11510276E-5	DAVIES_SUCCESS
chr1	17531620	17572501	+	29943	PADI1	471	5.02861826E-1	DAVIES_SUCCESS
chr1	17575592	17610727	+	51702	PADI3	475	4.46908963E-1	DAVIES_SUCCESS
chr1	17634689	17690495	+	23569	PADI4	565	6.86353117E-2	DAVIES_SUCCESS
chr1	17698740	17728195	+	353238	PADI6	403	2.41655636E-2	DAVIES_SUCCESS
chr1	17733250	17766250	-	55920	RCC2	346	2.69680798E-2	DAVIES_SUCCESS
chr1	17846826	18024370	+	55160	ARHGEF10L	436	8.75608832E-1	DAVIES_SUCCESS
chr1	18081807	18153558	+	81569	ACTL8	323	8.82555783E-2	DAVIES_SUCCESS
chr1	18434239	18704977	+	84966	IGSF21	950	2.23891479E-3	DAVIES_SUCCESS
chr1	18807423	18812480	+	127707	KLHDC7A	317	2.94302785E-1	DAVIES_SUCCESS
chr1	18957499	19075360	+	5081	PAX7	504	3.3237706E-2	DAVIES_SUCCESS
chr1	19166092	19186155	-	80834	TAS1R2	427	3.93185869E-1	DAVIES_SUCCESS
chr1	19197923	19229293	-	8659	ALDH4A1	432	2.68770746E-1	DAVIES_SUCCESS
chr1	19209695	19209769	-	100616120	MIR4695	319	4.42388759E-1	DAVIES_SUCCESS
chr1	19230773	19282826	-	126917	IFFO2	486	1.63264375E-1	DAVIES_SUCCESS
chr1	19400999	19536746	-	23352	UBR4	428	3.007228E-4	DAVIES_SUCCESS
chr1	19542157	19578053	-	23065	EMC1	238	2.53363738E-4	DAVIES_SUCCESS
chr1	19578074	19586622	+	51154	MRTO4	209	3.91073035E-4	DAVIES_SUCCESS
chr1	19592475	19600568	-	246181	AKR7L	243	7.50343046E-4	DAVIES_SUCCESS
chr1	19609056	19615280	-	22977	AKR7A3	259	1.56876263E-3	DAVIES_SUCCESS
chr1	19619740	19622230	-	100506730	LOC100506730	245	2.44165196E-3	DAVIES_SUCCESS
chr1	19629201	19638640	-	8574	AKR7A2	269	8.15800602E-3	DAVIES_SUCCESS
chr1	19638739	19658922	+	54896	PQLC2	262	3.18686726E-2	DAVIES_SUCCESS
chr1	19665266	19812066	-	832	CAPZB	616	1.22254681E-3	DAVIES_SUCCESS
chr1	19923470	19984949	+	100532736	MINOS1-NBL1	414	8.29973557E-5	DAVIES_SUCCESS
chr1	19934300	19935138	+	644068	RPS14P3	236	7.31435723E-5	DAVIES_SUCCESS
chr1	19969722	19984949	+	4681	NBL1	266	7.45466614E-4	DAVIES_SUCCESS
chr1	19991779	20006055	+	3362	HTR6	261	3.53971788E-3	DAVIES_SUCCESS
chr1	20008705	20126758	-	255104	TMCO4	511	1.24098346E-2	DAVIES_SUCCESS
chr1	20140521	20141771	-	54546	RNF186	268	8.26172617E-2	DAVIES_SUCCESS
chr1	20208887	20239437	+	23252	OTUD3	308	2.79589204E-2	DAVIES_SUCCESS
chr1	20246799	20250110	-	30814	PLA2G2E	231	2.78420484E-2	DAVIES_SUCCESS
chr1	20301923	20306932	-	5320	PLA2G2A	254	2.49524767E-2	DAVIES_SUCCESS
